Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
299,6.658,7.706,-0.0469956,0.5747924,0.00128,0.169024,28.47,28.45,Sess02_impro01_F002,happy,4.1,3.5,happy,4,4,happy,4,4,surprise,4,3,happy,4,3,happy,5,4,happy,4,4,happy,4,3,happy,4,4,happy,4,3,happy,4,3
300,7.706,9.111,0.5747924,-0.01807523,0.169024,0.603107,28.45,28.43,Sess02_impro01_M002,happy,4.3,3.3,happy,4,3,happy,4,3,happy,4,3,happy,5,3,happy,5,4,happy,4,4,happy,5,3,happy,4,4,neutral,4,3,happy,4,3
301,9.111,10.234,-0.01807523,-0.1156815,0.603107,0.066585,28.43,28.35,Sess02_impro01_F003,happy,4,3.3,happy,4,3,happy,4,3,happy,4,3,happy,5,3,happy,4,4,neutral,3,4,happy,4,3,happy,4,4,neutral,4,3,happy,4,3
302,10.234,12.72,-0.1156815,-0.03976551,0.066585,0.769837,28.35,28.29,Sess02_impro01_M003,neutral,3.7,3.3,sad,3,3,sad,4,3,neutral,3,3,sad,4,3,happy,4,4,neutral,4,4,happy,4,3,happy,4,4,neutral,3,3,neutral,4,3
303,12.72,14.346,-0.03976551,0.02169028,0.769837,0.900446,28.29,28.33,Sess02_impro01_M004,neutral,3.5,3.2,neutral,3,3,neutral,4,3,neutral,3,3,happy,5,3,happy,4,4,neutral,3,3,happy,4,3,happy,4,4,neutral,3,3,neutral,2,3
304,14.346,22.196,0.02169028,-0.02530533,0.900446,1.406306,28.33,28.35,Sess02_impro01_F004,neutral,3.5,2.9,neutral,4,3,happy,3,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,4,2,happy,4,3,neutral,3,3,neutral,3,3
305,22.196,26.518,-0.02530533,-0.01807523,1.406306,0.162621,28.35,28.37,Sess02_impro01_M005,happy,3.5,3,happy,4,3,happy,3,3,neutral,3,3,sad,3,3,happy,4,4,neutral,3,3,neutral,4,2,happy,4,3,neutral,3,3,happy,4,3
306,26.518,30.056,-0.01807523,-0.01084514,0.162621,0.208719,28.37,28.35,Sess02_impro01_F005,happy,4.3,3.2,happy,5,3,happy,4,3,happy,4,3,happy,4,3,happy,5,4,happy,4,4,happy,5,2,happy,4,4,happy,4,3,happy,4,3
307,30.056,35.084,-0.01084514,-0.03976551,0.208719,0.23945,28.35,28.31,Sess02_impro01_M006,happy,3.9,3.2,surprise,4,3,surprise,4,3,happy,3,3,happy,4,3,happy,4,4,surprise,4,4,neutral,4,2,happy,4,4,happy,4,3,happy,4,3
308,35.084,40.533,-0.03976551,-0.08676112,0.23945,0.247133,28.31,28.33,Sess02_impro01_F006,neutral,2.6,3,sad,2,3,sad,3,3,neutral,3,3,neutral,3,3,sad,2,3,neutral,3,3,neutral,3,3,sad,2,3,neutral,3,3,neutral,2,3
309,40.533,42.548,-0.08676112,0.159062,0.247133,0.248414,28.33,28.35,Sess02_impro01_M007,neutral,2.6,3,sad,2,3,sad,3,3,neutral,3,3,neutral,3,3,sad,3,3,neutral,3,3,neutral,2,3,sad,2,3,neutral,3,3,neutral,2,3
310,42.548,46.498,0.159062,0.09760625,0.248414,0.274023,28.35,28.31,Sess02_impro01_F007,neutral,3.6,3,sad,3,3,sad,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3
311,46.498,50.23,0.09760625,0.6832438,0.274023,0.995271,28.31,28.25,Sess02_impro01_M008,neutral,3.4,3,neutral,3,3,sad,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3
312,50.23,52.266,0.6832438,-0.007230093,0.995271,0.320457,28.25,28.49,Sess02_impro01_F008,neutral,3.5,3,surprise,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3
313,52.266,57.263,-0.007230093,-0.1120664,0.320457,0.799288,28.49,28.47,Sess02_impro01_M009,neutral,3.3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3
314,57.263,59.032,-0.1120664,0.02892037,0.799288,0.152377,28.47,28.49,Sess02_impro01_F009,neutral;surprise,3.3,3.3,surprise,3,4,surprise,4,3,surprise,3,3,neutral,3,3,neutral,3,3,surprise,3,4,neutral,4,3,surprise,4,4,neutral,3,3,neutral,3,3
315,59.032,60.577,0.02892037,-0.07953102,0.152377,0.650752,28.49,28.49,Sess02_impro01_M010,neutral,3.2,3.1,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,surprise,4,4,neutral,3,3,neutral,4,3
316,60.577,63.341,-0.07953102,0,0.650752,0.755752,28.49,28.59,Sess02_impro01_F010,neutral,3.8,3,happy,4,2,happy,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3
317,63.341,73.838,0,-0.06145579,0.755752,0.776308,28.59,28.61,Sess02_impro01_M011,happy,3.8,3.1,happy,4,2,happy,4,4,neutral,3,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,4,happy,4,3,happy,4,3
318,73.838,78.176,-0.06145579,-0.03253542,0.776308,0.422826,28.61,28.67,Sess02_impro01_F011,happy,4.4,3.5,happy,4,4,happy,4,4,happy,4,3,happy,5,3,happy,5,3,happy,4,4,happy,4,3,happy,4,4,happy,5,3,happy,5,4
319,78.176,79.945,-0.03253542,-0.06868588,0.422826,0.695569,28.67,28.69,Sess02_impro01_M012,happy,3.9,3.2,happy,4,3,happy,3,3,happy,3,3,happy,5,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,happy,4,3,happy,4,3
320,79.945,82.804,-0.06868588,-0.03253542,0.695569,0.719898,28.69,28.71,Sess02_impro01_F012,happy,4,3.2,happy,4,3,happy,3,3,neutral,3,3,happy,5,3,happy,5,3,happy,4,4,neutral,4,3,happy,4,4,neutral,4,3,happy,4,3
321,82.804,86.657,-0.03253542,-0.05784074,0.719898,0.753191,28.71,28.69,Sess02_impro01_M013,happy,4,3.2,happy,3,2,happy,4,3,neutral,3,3,happy,5,3,happy,5,4,happy,4,4,neutral,4,3,happy,4,4,neutral,4,3,happy,4,3
322,86.657,90.583,-0.05784074,-0.01807523,0.753191,0,28.69,28.77,Sess02_impro01_F013,happy,3.8,3.2,happy,4,3,happy,3,3,neutral,3,3,happy,5,3,happy,4,4,happy,4,4,neutral,4,3,happy,4,3,neutral,3,3,happy,4,3
323,90.583,96.544,-0.01807523,-0.01084514,0,0.015366,28.77,28.75,Sess02_impro01_M014,happy,3.9,3.2,happy,4,3,happy,4,3,neutral,3,3,happy,4,3,happy,4,4,happy,4,4,neutral,4,3,happy,4,3,neutral,4,3,happy,4,3
324,96.544,101.73,-0.01084514,-0.003615046,0.015366,0.034573,28.75,28.83,Sess02_impro01_F014,happy,4.1,3.3,happy,3,3,happy,4,3,happy,4,3,happy,5,3,happy,5,4,happy,4,4,happy,4,3,happy,4,4,neutral,4,3,happy,4,3
325,101.73,105.128,-0.003615046,-0.03253542,0.034573,0.075548,28.83,28.85,Sess02_impro01_M015,happy,4.1,3.4,happy,3,4,happy,5,3,happy,4,3,happy,5,3,happy,4,4,happy,4,4,happy,4,3,happy,4,4,happy,4,3,happy,4,3
326,105.128,117.483,-0.03253542,-0.02892037,0.075548,0.032012,28.85,28.83,Sess02_impro01_F015,happy,4.4,3.8,happy,4,4,happy,5,4,happy,4,3,happy,5,3,happy,5,5,happy,4,4,happy,4,3,happy,4,4,happy,4,4,happy,5,4
327,117.483,119.447,-0.02892037,-0.03976551,0.032012,0.089634,28.83,28.79,Sess02_impro01_M016,happy,4.8,4.4,happy,4,5,happy,5,5,happy,5,4,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,4,4,happy,5,4,happy,5,4
328,119.447,121.578,-0.03976551,-0.01084514,0.089634,0.111402,28.79,28.79,Sess02_impro01_F016,happy,4.7,4.2,happy,5,5,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,5,4,happy,4,3,happy,5,4
329,121.578,124.027,-0.01084514,0.003615046,0.111402,0.16006,28.79,28.79,Sess02_impro01_M017,happy,4.3,3.8,happy,4,4,happy,4,4,happy,3,3,happy,5,4,happy,5,5,happy,4,4,happy,5,4,happy,5,4,happy,4,3,happy,4,3
330,124.027,129.395,0.003615046,0.03253542,0.16006,0.179268,28.79,28.79,Sess02_impro01_F017,happy,4.3,3.6,happy,5,4,happy,5,4,happy,4,3,happy,5,4,happy,3,4,happy,4,4,happy,5,3,happy,4,4,happy,4,3,happy,4,3
331,129.395,136.374,0.03253542,0.2892037,0.179268,0.083231,28.79,28.77,Sess02_impro01_M018,happy,4.4,3.7,happy,4,4,happy,4,4,happy,4,3,happy,5,4,happy,3,4,happy,5,4,happy,5,4,happy,5,4,happy,4,3,happy,5,3
332,136.374,137.5,0.2892037,-0.09760625,0.083231,0.017927,28.77,28.77,Sess02_impro01_F018,happy,4.5,3.7,happy,4,4,happy,5,4,happy,4,3,happy,5,4,happy,4,4,happy,5,4,happy,5,4,happy,5,4,happy,4,3,happy,4,3
333,137.5,139.511,-0.09760625,-0.03976551,0.017927,0.042256,28.77,28.79,Sess02_impro01_M019,happy,4.2,3.4,happy,4,3,happy,4,3,happy,4,3,happy,4,3,happy,4,4,happy,5,4,happy,5,4,happy,4,4,neutral,4,3,neutral,4,3
334,139.511,143.897,-0.03976551,-0.0469956,0.042256,0.154938,28.79,28.77,Sess02_impro01_F019,happy,3.7,3.4,happy,4,3,happy,3,3,neutral,3,3,happy,4,3,happy,4,4,happy,4,4,happy,4,4,happy,4,4,neutral,3,3,happy,4,3
335,143.897,153.833,-0.0469956,-0.1192965,0.154938,0.147256,28.77,28.75,Sess02_impro01_M020,happy,4.2,3.6,happy,4,4,happy,4,4,happy,4,3,happy,4,3,happy,4,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,happy,5,3
336,153.833,164.167,-0.1192965,0.05061065,0.147256,0.544205,28.75,29.19,Sess02_impro01_F020,neutral,3.4,3.1,happy,4,3,sad,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,2,3,happy,4,4,neutral,3,3,neutral,4,3
337,164.167,168.335,0.05061065,-0.06507084,0.544205,0.107561,29.19,29.17,Sess02_impro01_M021,neutral,3,3,happy,3,3,neutral,4,3,neutral,3,3,sad,2,3,happy,4,3,neutral,3,3,neutral,2,2,happy,4,4,neutral,3,3,neutral,2,3
338,168.335,174.863,-0.06507084,0.4771861,0.107561,0,29.17,29.15,Sess02_impro01_F021,neutral;happy,3.5,3.1,happy,3,3,happy,4,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,2,happy,4,4,neutral,4,3,happy,2,3
339,174.863,177.328,0.4771861,-0.003615046,0,0,29.15,29.15,Sess02_impro01_M022,happy,3.7,3.2,happy,4,3,happy,3,3,happy,3,3,neutral,4,3,happy,4,4,neutral,3,3,happy,4,3,happy,4,4,neutral,4,3,happy,4,3
340,177.328,182.902,-0.003615046,-0.04338056,0,0,29.15,29.15,Sess02_impro01_F022,happy,3.9,3.4,happy,4,4,happy,4,4,happy,4,3,neutral,4,3,happy,4,4,neutral,3,3,happy,4,3,happy,4,4,happy,4,3,happy,4,3
341,182.902,185.943,-0.04338056,0.6181729,0,0,29.15,29.13,Sess02_impro01_M023,happy,3.5,3.1,happy,4,3,happy,3,3,neutral,3,3,neutral,4,3,happy,4,4,sad,3,2,happy,4,3,happy,4,4,neutral,3,3,neutral,3,3
342,185.943,188.953,0.6181729,-0.09037616,0,0.028171,29.13,29.15,Sess02_impro01_F023,neutral,3.5,3.2,neutral,3,4,angry,3,3,neutral,3,3,neutral,4,3,happy,4,4,sad,3,2,neutral,4,3,happy,4,4,neutral,3,3,angry,4,3
343,188.953,190.964,-0.09037616,-0.08676112,0.028171,0.028171,29.15,29.17,Sess02_impro01_M024,neutral,3.6,3.1,happy,4,3,neutral,3,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,3,2,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,3
344,190.964,196.417,-0.08676112,-0.0542257,0.028171,0,29.17,29.13,Sess02_impro01_F024,happy,3.8,3.4,happy,4,4,happy,3,4,happy,3,3,neutral,4,3,happy,4,4,neutral,3,3,happy,5,3,happy,4,4,neutral,4,3,happy,4,3
345,196.417,200.421,-0.0542257,0.4880313,0,0.07939,29.13,29.17,Sess02_impro01_M025,happy,3.9,3.3,happy,4,4,happy,4,3,happy,4,3,neutral,4,3,happy,4,4,neutral,3,3,happy,4,3,happy,4,4,neutral,4,3,happy,4,3
346,200.421,203.522,0.4880313,0.01807523,0.07939,0.142134,29.17,29.17,Sess02_impro01_F025,happy,3.9,3.4,happy,5,4,happy,3,4,happy,3,3,neutral,4,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,happy,4,3,happy,4,3
347,203.522,204.815,0.01807523,0.03976551,0.142134,0.233048,29.17,29.15,Sess02_impro01_M026,happy,3.6,3.3,happy,4,4,happy,3,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,neutral,3,3,happy,4,3
348,204.815,210.243,0.03976551,-0.03253542,0.233048,0.272743,29.15,29.21,Sess02_impro01_F026,happy,3.8,3.4,happy,4,4,happy,4,4,happy,4,4,neutral,3,3,happy,5,4,neutral,3,2,happy,4,3,happy,4,4,neutral,3,3,angry,4,3
349,210.243,212.23,-0.03253542,0.007230093,0.272743,0.16006,29.21,29.23,Sess02_impro01_M027,neutral;happy,3.6,3.1,happy,4,3,happy,3,3,neutral,3,3,neutral,3,3,happy,5,4,neutral,3,2,happy,4,3,happy,4,4,neutral,3,3,neutral,4,3
350,212.23,216.035,0.007230093,0.007230093,0.16006,0.335487,29.23,29.31,Sess02_impro01_F027,happy,4.1,3.8,happy,4,5,happy,4,5,happy,4,3,neutral,5,3,happy,5,5,neutral,3,3,happy,4,3,happy,4,4,happy,4,3,happy,4,4
351,216.035,218.005,0.007230093,-0.0542257,0.335487,0.327804,29.31,29.27,Sess02_impro01_M028,happy,4,3.5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,happy,4,3,happy,4,3
352,218.005,220.671,-0.0542257,0.01807523,0.327804,0.235609,29.27,29.27,Sess02_impro01_F028,happy,3.8,3.2,happy,4,3,happy,3,3,happy,3,3,neutral,4,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,neutral,4,3,neutral,4,3
353,220.671,222.173,0.01807523,-0.007230093,0.235609,0.263779,29.27,29.27,Sess02_impro01_M029,neutral;happy,3.6,3.2,happy,3,3,happy,3,3,neutral,3,3,neutral,4,3,happy,5,4,neutral,3,3,happy,4,3,happy,4,4,neutral,3,3,neutral,4,3
354,222.173,225.178,-0.007230093,-0.04338056,0.263779,0.321401,29.27,29.27,Sess02_impro01_F029,happy,4.1,3.5,happy,4,4,happy,4,4,neutral,3,3,happy,4,3,happy,5,4,happy,4,4,happy,4,3,happy,5,4,neutral,4,3,happy,4,3
355,225.178,226.458,-0.04338056,0.03615047,0.321401,0.331645,29.27,29.25,Sess02_impro01_M030,happy,4,3.4,happy,3,3,happy,4,4,happy,3,3,happy,4,3,happy,5,4,happy,4,4,happy,4,3,happy,5,4,neutral,4,3,neutral,4,3
356,226.458,228.304,0.03615047,0.6434783,0.331645,0.362377,29.25,29.19,Sess02_impro01_F030,happy,4.1,3.7,happy,5,3,happy,3,5,happy,3,3,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,5,4,neutral,4,3,happy,4,3
357,228.304,228.775,0.6434783,0.007230093,0.362377,0.37006,29.19,29.19,Sess02_impro01_M031,happy,4,3.6,happy,5,4,happy,3,3,happy,3,3,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,neutral,4,3
358,228.775,233.321,0.007230093,0.06507084,0.37006,0,29.19,29.39,Sess02_impro01_F031,happy,3.9,3.6,happy,4,4,happy,4,3,neutral,3,3,happy,4,3,happy,5,5,neutral,3,3,happy,4,4,happy,4,4,neutral,4,3,angry,4,4
359,233.321,234.862,0.06507084,0.02892037,0,0.437925,29.39,29.15,Sess02_impro01_M032,happy,4.1,3.5,happy,4,3,happy,3,4,happy,3,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,neutral,4,3
360,234.862,236.196,0.02892037,-0.09760625,0.437925,0.437925,29.15,29.17,Sess02_impro01_F032,happy,4.1,3.5,happy,4,3,happy,3,4,happy,3,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,neutral,4,3
361,236.196,238.838,-0.09760625,-0.1012213,0.437925,0.224084,29.17,29.11,Sess02_impro01_M033,happy,4.2,3.7,happy,4,4,happy,4,4,happy,3,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,happy,4,4
362,238.838,241.913,-0.1012213,0.03615047,0.224084,0.372621,29.11,29.07,Sess02_impro01_F033,happy,4.8,4.2,happy,5,5,happy,5,5,happy,4,4,happy,5,3,happy,5,5,happy,4,4,happy,5,5,happy,5,4,happy,5,3,happy,5,4
363,241.913,242.949,0.03615047,-0.02892037,0.372621,0.330365,29.07,29.07,Sess02_impro01_M034,happy,4.6,4.1,happy,5,5,happy,5,5,happy,4,3,happy,5,3,happy,5,5,happy,4,4,happy,5,5,happy,4,4,happy,5,3,happy,4,4
364,242.949,246.055,-0.02892037,-0.0469956,0.330365,0.18439,29.07,28.97,Sess02_impro01_F034,happy,4.4,3.9,happy,5,5,happy,4,5,happy,4,3,happy,5,3,happy,5,5,happy,4,4,happy,5,4,happy,4,4,neutral,4,3,happy,4,3
365,246.055,249.714,-0.0469956,-0.1409868,0.18439,0.473779,28.97,28.95,Sess02_impro01_M035,neutral;happy,3.9,3.3,happy,4,4,neutral,4,3,happy,3,3,neutral,4,3,happy,4,4,neutral,3,2,happy,5,4,happy,4,4,neutral,4,3,neutral,4,3
366,249.714,253.301,-0.1409868,0.06868588,0.473779,0.097317,28.95,28.93,Sess02_impro01_F035,neutral,3.7,3.3,happy,4,3,happy,4,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,4,happy,4,4,neutral,3,3,neutral,4,3
367,253.301,255.369,0.06868588,0.151832,0.097317,0.306035,28.93,28.73,Sess02_impro01_M036,neutral,3.5,3.2,happy,3,3,happy,3,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,3
368,255.369,257.566,0.151832,-0.1807523,0.306035,0.34445,28.73,28.67,Sess02_impro01_F036,neutral;angry,3.4,3.3,angry,4,3,angry,3,3,neutral,3,3,neutral,4,3,happy,4,5,angry,3,2,neutral,4,3,happy,4,4,neutral,3,3,angry,2,4
369,257.566,258.341,-0.1807523,-0.0469956,0.34445,0.338047,28.67,28.67,Sess02_impro01_M037,neutral;angry,3,3,angry,4,3,angry,3,3,neutral,3,3,neutral,3,3,happy,4,4,angry,2,2,angry,4,3,sad,2,3,neutral,3,3,neutral,2,3
370,258.341,258.772,-0.0469956,-0.06507084,0.338047,0.373901,28.67,28.67,Sess02_impro01_F037,neutral,3,3,angry,4,3,angry,3,3,neutral,3,3,neutral,3,3,happy,4,4,angry,2,2,neutral,4,3,sad,2,3,neutral,3,3,neutral,2,3
371,258.772,263.867,-0.06507084,-0.05061065,0.373901,0.642802,28.67,29.03,Sess02_impro01_M038,happy,4.6,3.8,happy,4,3,happy,5,4,happy,4,3,happy,5,4,happy,5,4,happy,4,4,happy,5,5,happy,5,4,happy,4,3,happy,5,4
372,263.867,265.881,-0.05061065,0.02169028,0.642802,0.616179,29.03,28.89,Sess02_impro01_F038,happy,4.1,3.5,happy,4,3,happy,4,3,happy,3,3,happy,5,3,happy,5,4,happy,4,4,happy,4,5,happy,4,4,neutral,4,3,happy,4,3
373,265.881,267.381,0.02169028,-0.02530533,0.616179,0.608496,28.89,28.89,Sess02_impro01_M039,happy,4,3.4,happy,3,3,neutral,3,3,neutral,4,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,neutral,3,3,neutral,4,3
374,267.381,269.302,-0.02530533,0.003615046,0.608496,0.595691,28.89,28.89,Sess02_impro01_F039,happy,4.2,3.7,happy,4,4,happy,4,4,happy,3,3,happy,5,3,happy,5,5,happy,4,4,happy,5,4,happy,4,4,neutral,4,3,happy,4,3
375,269.302,270.392,0.003615046,0.003615046,0.595691,0.56624,28.89,28.93,Sess02_impro01_M040,happy,4,3.4,happy,3,3,happy,4,3,neutral,3,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,neutral,3,3,neutral,4,3
376,270.392,270.947,0.003615046,0.1699072,0.56624,0.56624,28.93,28.93,Sess02_impro01_F040,happy,4.1,3.5,happy,4,3,happy,4,4,happy,3,3,happy,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,neutral,3,3,neutral,4,3
377,270.947,273.372,0.1699072,0.01446019,0.56624,0.332926,28.93,28.93,Sess02_impro01_M041,happy,4.3,3.7,happy,4,3,happy,4,4,happy,3,3,happy,5,4,happy,5,4,happy,5,5,happy,5,4,happy,4,4,happy,4,3,happy,4,3
378,273.372,274.875,0.01446019,-0.06145579,0.332926,0.153658,28.93,29.19,Sess02_impro01_F041,happy,4.4,3.7,happy,3,3,happy,5,4,happy,4,3,happy,5,4,happy,4,4,happy,5,5,happy,5,4,happy,5,4,neutral,4,3,happy,4,3
379,274.875,276.499,-0.06145579,-0.3289692,0.153658,0.354694,29.19,29.17,Sess02_impro01_M042,happy,4.3,3.6,happy,4,3,happy,4,3,happy,3,3,happy,5,4,happy,5,4,happy,5,5,happy,5,4,happy,4,4,neutral,4,3,neutral,4,3
380,276.499,277.032,-0.3289692,-0.08314607,0.354694,0.377742,29.17,29.07,Sess02_impro01_F042,happy,4.1,3.8,happy,4,4,surprise,4,4,surprise,3,3,happy,5,4,happy,4,4,happy,5,5,happy,5,4,happy,4,4,neutral,3,3,happy,4,3
381,277.032,277.475,-0.08314607,0.4518808,0.377742,0.422559,29.07,29.07,Sess02_impro01_M043,happy,4,3.6,surprise,3,3,neutral,4,3,neutral,3,3,happy,5,4,happy,4,4,happy,5,5,happy,5,4,happy,4,4,neutral,3,3,happy,4,3
382,277.475,278.001,0.4518808,-0.0469956,0.422559,0.430242,29.07,29.07,Sess02_impro01_F043,happy,4.2,3.7,surprise,4,3,neutral,4,3,neutral,3,3,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,4,4,neutral,3,3,happy,4,3
383,278.001,278.413,-0.0469956,0.231363,0.430242,0.480181,29.07,29.07,Sess02_impro01_M044,happy,4.2,3.7,happy,4,3,neutral,4,3,neutral,3,3,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,4,4,neutral,3,3,happy,4,3
384,278.413,280.856,0.231363,-0.07953102,0.480181,0.540364,29.07,29.13,Sess02_impro01_F044,happy,4.1,3.5,happy,4,3,surprise,3,3,neutral,3,3,happy,5,3,happy,5,4,happy,5,5,happy,5,4,happy,4,4,neutral,3,3,neutral,4,3
385,280.856,282.986,-0.07953102,-0.1084514,0.540364,0.558291,29.13,29.13,Sess02_impro01_M045,happy,3.9,3.4,happy,4,3,happy,3,3,happy,3,3,happy,5,4,happy,4,4,sad,4,4,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3
386,282.986,286.333,-0.1084514,0.02169028,0.558291,0.508352,29.13,29.17,Sess02_impro01_F045,neutral,3.6,3.2,happy,4,3,disgust,3,3,neutral,3,3,neutral,3,3,happy,4,4,neutral,4,4,neutral,4,3,happy,4,3,neutral,3,3,neutral,4,3
387,286.333,293.327,0.02169028,-0.02892037,0.508352,0.485303,29.17,29.23,Sess02_impro01_M046,happy,4.3,3.7,happy,4,4,happy,4,4,happy,4,3,happy,5,4,happy,5,4,happy,4,4,neutral,4,3,happy,5,4,happy,4,3,happy,4,4
388,293.327,306.14,-0.02892037,-0.06145579,0.485303,0.569815,29.23,29.27,Sess02_impro01_F046,neutral;happy,4,3.5,happy,3,3,happy,4,3,neutral,3,3,happy,5,4,happy,5,5,neutral,4,4,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3
389,306.14,307.961,-0.06145579,0.03253542,0.569815,0.617193,29.27,29.21,Sess02_impro01_M047,neutral,3.8,3.4,neutral,3,3,happy,3,3,neutral,3,3,happy,5,3,happy,5,5,neutral,4,4,neutral,4,3,happy,4,4,neutral,3,3,neutral,4,3
390,307.961,312.49,0.03253542,-0.1012213,0.617193,0.490425,29.21,29.11,Sess02_impro01_F047,neutral;angry,3.9,3.4,angry,4,4,angry,3,3,neutral,3,4,neutral,5,3,happy,5,4,angry,3,2,neutral,4,3,happy,4,4,neutral,4,3,angry,4,4
391,312.49,316.67,-0.1012213,-0.06507084,0.490425,0.44945,29.11,29.19,Sess02_impro01_M048,happy,4.7,3.9,happy,4,4,happy,5,5,happy,4,3,happy,5,4,happy,5,5,happy,4,4,happy,5,4,happy,5,4,happy,5,3,happy,5,3
392,316.67,320.465,-0.06507084,-0.1301417,0.44945,0.428962,29.19,29.15,Sess02_impro01_F048,happy,4.8,4,happy,5,4,happy,5,4,happy,4,4,happy,5,4,happy,5,5,happy,4,4,happy,5,4,happy,5,4,happy,5,3,happy,5,4
393,320.465,326.45,-0.1301417,0.1156815,0.428962,0.347011,29.15,29.13,Sess02_impro01_M049,happy,4.3,3.6,happy,5,3,happy,4,4,happy,4,3,neutral,4,3,happy,5,5,happy,4,4,happy,5,4,happy,4,4,neutral,4,3,happy,4,3
394,4.189,6.616,-0.1084514,-0.06507084,0.111402,0,29.13,28.31,Sess02_impro02_F001,neutral,3.1,2.8,happy,2,3,surprise,3,3,neutral,3,3,neutral,3,1,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
395,6.616,7.984,-0.06507084,-0.02530533,0,0.020488,28.31,28.17,Sess02_impro02_M001,neutral,3.1,2.7,surprise,2,2,neutral,3,3,neutral,3,3,neutral,3,1,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
396,7.984,10.589,-0.02530533,-0.01446019,0.020488,0.040975,28.17,28.19,Sess02_impro02_F002,neutral,3,2.5,happy,2,2,sad,3,2,neutral,3,3,neutral,3,1,neutral,4,3,neutral,4,2,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3
397,10.589,12.819,-0.01446019,0.03253542,0.040975,0.048658,28.19,28.25,Sess02_impro02_M002,neutral,3.2,2.7,happy,3,3,neutral,3,2,neutral,3,3,neutral,3,1,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
398,12.819,15.533,0.03253542,-0.003615046,0.048658,0,28.25,28.25,Sess02_impro02_F003,neutral,2.9,2.7,surprise,2,3,surprise,3,3,neutral,3,3,neutral,3,2,neutral,4,3,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,3
399,15.533,20.622,-0.003615046,-0.007230093,0,0,28.25,27.43,Sess02_impro02_M003,neutral,2.9,2.6,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,3
